subj	rel	obj	id	flag
increase|v	agent	population|n	6661-099d-ac05-1f21	2
more survive|av	structural-agent	more|n	6661-099d-ac05-1f21	2
more survive|av	structural-verb	survive|v	6661-099d-ac05-1f21	2
population increase|av	structural-agent	population|n	6661-099d-ac05-1f21	2
population increase|av	structural-verb	increase|v	6661-099d-ac05-1f21	2
survive|v	agent	more|n	6661-099d-ac05-1f21	2
build tool|vp	structural-patient	tool|n	667d-b7b6-7a2f-41ac	2
build tool|vp	structural-verb	build|v	667d-b7b6-7a2f-41ac	2
build|v	patient	tool|n	667d-b7b6-7a2f-41ac	2
know part|vp	structural-patient	part|n	667d-b7b6-7a2f-41ac	2
know part|vp	structural-verb	know|v	667d-b7b6-7a2f-41ac	2
know|v	patient	part|n	667d-b7b6-7a2f-41ac	2
lightning storm|ns	structural-noun-compound	lightning|n	6699-e590-cde9-3908	0
lightning storm|ns	structural-noun-compound	storm|n	6699-e590-cde9-3908	0
protect body|vp	structural-patient	body|n	66b1-8f1d-a430-34b4	2
protect body|vp	structural-verb	protect|v	66b1-8f1d-a430-34b4	2
protect|v	patient	body|n	66b1-8f1d-a430-34b4	2
Arctic Ocean|ns	structural-noun-compound	Arctic|n	66b8-769e-1915-e8a1	0
Arctic Ocean|ns	structural-noun-compound	Ocean|n	66b8-769e-1915-e8a1	0
crash car|vp	structural-patient	car|n	66d6-b4c3-4854-2197	2
crash car|vp	structural-verb	crash|v	66d6-b4c3-4854-2197	2
crash|v	patient	car|n	66d6-b4c3-4854-2197	2
harm person|vp	structural-patient	person|n	66d6-b4c3-4854-2197	2
harm person|vp	structural-verb	harm|v	66d6-b4c3-4854-2197	2
harm|v	patient	person|n	66d6-b4c3-4854-2197	2
change|v	agent	season|n	66df-2200-f730-17c3	2
earth's tilt|ns	structural-noun-compound	earth's|n	66df-2200-f730-17c3	0
earth's tilt|ns	structural-noun-compound	tilt|n	66df-2200-f730-17c3	0
season change|av	structural-agent	season|n	66df-2200-f730-17c3	2
season change|av	structural-verb	change|v	66df-2200-f730-17c3	2
predict weather|vp	structural-patient	weather|n	66f7-f191-3c2b-d38e	2
predict weather|vp	structural-verb	predict|v	66f7-f191-3c2b-d38e	2
predict|v	patient	weather|n	66f7-f191-3c2b-d38e	2
study weather|vp	structural-patient	weather|n	66f7-f191-3c2b-d38e	2
study weather|vp	structural-verb	study|v	66f7-f191-3c2b-d38e	2
study|v	patient	weather|n	66f7-f191-3c2b-d38e	2
People's Republic of China|ns	structural-noun-compound	China|n	6727-312e-3e1c-f1e6	0
People's Republic of China|ns	structural-noun-compound	People'|n	6727-312e-3e1c-f1e6	0
People's Republic of China|ns	structural-noun-compound	Republic|n	6727-312e-3e1c-f1e6	0
People's Republic of China|ns	structural-noun-compound	of|n	6727-312e-3e1c-f1e6	0
form|v	agent	rock|n	6745-a12f-f936-8192	2
rock form|av	structural-agent	rock|n	6745-a12f-f936-8192	2
rock form|av	structural-verb	form|v	6745-a12f-f936-8192	2
solar energy|jn	structural-adjective	solar|j	6759-5ee2-140f-df48	0
solar energy|jn	structural-noun	energy|n	6759-5ee2-140f-df48	0
air pressure|ns	structural-noun-compound	air|n	67a2-4933-140d-2d35	0
air pressure|ns	structural-noun-compound	pressure|n	67a2-4933-140d-2d35	0
measure air pressure|vp	structural-patient	air pressure|ns	67a2-4933-140d-2d35	2
measure air pressure|vp	structural-verb	measure|v	67a2-4933-140d-2d35	2
measure|v	patient	air pressure|ns	67a2-4933-140d-2d35	2
sea turtle|ns	structural-noun-compound	sea|n	67d8-3f5e-c78b-7cc7	0
sea turtle|ns	structural-noun-compound	turtle|n	67d8-3f5e-c78b-7cc7	0
cold environment|jn	structural-adjective	cold|j	682c-7e2c-8f66-0543	0
cold environment|jn	structural-noun	environment|n	682c-7e2c-8f66-0543	0
environment|n	has property	cold|j	682c-7e2c-8f66-0543	0
polar bear|ns	structural-noun-compound	bear|n	682c-7e2c-8f66-0543	0
polar bear|ns	structural-noun-compound	polar|n	682c-7e2c-8f66-0543	0
lens|n	has property	tinted|j	6835-a29c-ba48-1fb7	0
reflect|v	agent	tinted lenses|jn	6835-a29c-ba48-1fb7	2
tinted lens reflect|av	structural-agent	tinted lens|jn	6835-a29c-ba48-1fb7	2
tinted lens reflect|av	structural-verb	reflect|v	6835-a29c-ba48-1fb7	2
tinted lens|jn	structural-adjective	tinted|j	6835-a29c-ba48-1fb7	0
tinted lens|jn	structural-noun	lens|n	6835-a29c-ba48-1fb7	0
ultraviolet ray|ns	structural-noun-compound	ray|n	6835-a29c-ba48-1fb7	0
ultraviolet ray|ns	structural-noun-compound	ultraviolet|n	6835-a29c-ba48-1fb7	0
magnifying glass|ns	structural-noun-compound	glass|n	685f-4657-44af-cee7	0
magnifying glass|ns	structural-noun-compound	magnifying|n	685f-4657-44af-cee7	0
breathe water|vp	structural-patient	water|n	686d-e4be-a123-314f	2
breathe water|vp	structural-verb	breathe|v	686d-e4be-a123-314f	2
breathe|v	patient	water|n	686d-e4be-a123-314f	2
cold environment|jn	structural-adjective	cold|j	6884-ef70-63e5-81fa	0
cold environment|jn	structural-noun	environment|n	6884-ef70-63e5-81fa	0
environment|n	has property	cold|j	6884-ef70-63e5-81fa	0
break down sugar|vp	structural-patient	sugar|n	6891-0161-c8a9-b8c1	2
break down sugar|vp	structural-verb	break down|v	6891-0161-c8a9-b8c1	2
break down|v	patient	sugar|n	6891-0161-c8a9-b8c1	2
natural resource|jn	structural-adjective	natural|j	689c-8e64-fe48-c90e	0
natural resource|jn	structural-noun	resource|n	689c-8e64-fe48-c90e	0
plant tree|vp	structural-patient	tree|n	689c-8e64-fe48-c90e	2
plant tree|vp	structural-verb	plant|v	689c-8e64-fe48-c90e	2
plant|v	patient	tree|n	689c-8e64-fe48-c90e	2
replace natural resource|vp	structural-patient	natural resource|jn	689c-8e64-fe48-c90e	2
replace natural resource|vp	structural-verb	replace|v	689c-8e64-fe48-c90e	2
replace|v	patient	natural resource|jn	689c-8e64-fe48-c90e	2
evaporate|v	agent	water|n	68ad-c11b-2981-9be0	2
water cycle|ns	structural-noun-compound	cycle|n	68ad-c11b-2981-9be0	0
water cycle|ns	structural-noun-compound	water|n	68ad-c11b-2981-9be0	0
water evaporate|av	structural-agent	water|n	68ad-c11b-2981-9be0	2
water evaporate|av	structural-verb	evaporate|v	68ad-c11b-2981-9be0	2
reflect|v	agent	sound|n	68c7-53c9-4730-b283	2
sound reflect|av	structural-agent	sound|n	68c7-53c9-4730-b283	2
sound reflect|av	structural-verb	reflect|v	68c7-53c9-4730-b283	2
physical property|jn	structural-adjective	physical|j	68c8-0c77-7fa9-5633	0
physical property|jn	structural-noun	property|n	68c8-0c77-7fa9-5633	0
property|n	has property	physical|j	68c8-0c77-7fa9-5633	0
physical property|jn	structural-adjective	physical|j	6903-1d34-3271-a6b8	0
physical property|jn	structural-noun	property|n	6903-1d34-3271-a6b8	0
property|n	has property	physical|j	6903-1d34-3271-a6b8	0
property|n	has property	visual|j	6903-1d34-3271-a6b8	0
visual property|jn	structural-adjective	visual|j	6903-1d34-3271-a6b8	0
visual property|jn	structural-noun	property|n	6903-1d34-3271-a6b8	0
quick shower|jn	structural-adjective	quick|j	6932-1188-6eee-7b18	0
quick shower|jn	structural-noun	shower|n	6932-1188-6eee-7b18	0
shower|n	has property	quick|j	6932-1188-6eee-7b18	0
animal eat|av	structural-agent	animal|n	694b-d9ec-8c65-5a6a	2
animal eat|av	structural-verb	eat|v	694b-d9ec-8c65-5a6a	2
eat|v	agent	animal|n	694b-d9ec-8c65-5a6a	2
green plant|jn	structural-adjective	green|j	694b-d9ec-8c65-5a6a	0
green plant|jn	structural-noun	plant|n	694b-d9ec-8c65-5a6a	0
plant|n	has property	green|j	694b-d9ec-8c65-5a6a	0
m o v|jn	structural-adjective	m|j	6952-5428-3a54-cea9	0
m o v|jn	structural-adjective	o|j	6952-5428-3a54-cea9	0
m o v|jn	structural-noun	v|n	6952-5428-3a54-cea9	0
m o|jn	structural-adjective	m|j	6952-5428-3a54-cea9	0
m o|jn	structural-noun	o|n	6952-5428-3a54-cea9	0
o|n	has property	m|j	6952-5428-3a54-cea9	0
v|n	has property	m|j	6952-5428-3a54-cea9	0
v|n	has property	o|j	6952-5428-3a54-cea9	0
s; sec|ns	structural-noun-compound	s;|n	6959-8a0c-c3fb-f49b	0
s; sec|ns	structural-noun-compound	sec|n	6959-8a0c-c3fb-f49b	0
make observation|vp	structural-patient	observation|n	6987-1a5d-58e9-399d	2
make observation|vp	structural-verb	make|v	6987-1a5d-58e9-399d	2
make|v	patient	observation|n	6987-1a5d-58e9-399d	2
chemical reaction|jn	structural-adjective	chemical|j	69b4-687c-33bd-2f27	0
chemical reaction|jn	structural-noun	reaction|n	69b4-687c-33bd-2f27	0
group material|vp	structural-patient	material|n	69c1-2991-2421-ce63	2
group material|vp	structural-verb	group|v	69c1-2991-2421-ce63	2
group object|vp	structural-patient	object|n	69c1-2991-2421-ce63	2
group object|vp	structural-verb	group|v	69c1-2991-2421-ce63	2
group|v	patient	material|n	69c1-2991-2421-ce63	2
group|v	patient	object|n	69c1-2991-2421-ce63	2
catch prey|vp	structural-patient	prey|n	69cc-d300-368f-169b	2
catch prey|vp	structural-verb	catch|v	69cc-d300-368f-169b	2
catch|v	patient	prey|n	69cc-d300-368f-169b	2
eat prey|vp	structural-patient	prey|n	69cc-d300-368f-169b	2
eat prey|vp	structural-verb	eat|v	69cc-d300-368f-169b	2
eat|v	patient	prey|n	69cc-d300-368f-169b	2
United States of America|ns	structural-noun-compound	America|n	69e2-78ea-971a-8715	0
United States of America|ns	structural-noun-compound	State|n	69e2-78ea-971a-8715	0
United States of America|ns	structural-noun-compound	United|n	69e2-78ea-971a-8715	0
United States of America|ns	structural-noun-compound	of|n	69e2-78ea-971a-8715	0
decay|v	agent	vegetation|n	69e3-9034-d59c-1674	2
fossil fuel|ns	structural-noun-compound	fossil|n	69e3-9034-d59c-1674	0
fossil fuel|ns	structural-noun-compound	fuel|n	69e3-9034-d59c-1674	0
vegetation decay|av	structural-agent	vegetation|n	69e3-9034-d59c-1674	2
vegetation decay|av	structural-verb	decay|v	69e3-9034-d59c-1674	2
chemical splash|av	structural-agent	chemical|n	69e9-672f-1f1c-84a1	2
chemical splash|av	structural-verb	splash|v	69e9-672f-1f1c-84a1	2
splash|v	agent	chemical|n	69e9-672f-1f1c-84a1	2
access small space|vp	structural-patient	small space|jn	69ed-b6ca-35e1-902c	2
access small space|vp	structural-verb	access|v	69ed-b6ca-35e1-902c	2
access|v	patient	small space|jn	69ed-b6ca-35e1-902c	2
beak|n	has property	skinny|j	69ed-b6ca-35e1-902c	0
obtain food|vp	structural-patient	food|n	69ed-b6ca-35e1-902c	2
obtain food|vp	structural-verb	obtain|v	69ed-b6ca-35e1-902c	2
obtain|v	patient	food|n	69ed-b6ca-35e1-902c	2
skinny beak|jn	structural-adjective	skinny|j	69ed-b6ca-35e1-902c	0
skinny beak|jn	structural-noun	beak|n	69ed-b6ca-35e1-902c	0
small space|jn	structural-adjective	small|j	69ed-b6ca-35e1-902c	0
small space|jn	structural-noun	space|n	69ed-b6ca-35e1-902c	0
space|n	has property	small|j	69ed-b6ca-35e1-902c	0
excess water|qn	structural-noun	water|n	6a1a-d4cc-de02-eac6	0
excess water|qn	structural-quantifier	excess|q	6a1a-d4cc-de02-eac6	0
cold food|jn	structural-adjective	cold|j	6a65-ea3c-4a26-f044	0
cold food|jn	structural-noun	food|n	6a65-ea3c-4a26-f044	0
food|n	has property	cold|j	6a65-ea3c-4a26-f044	0
orbit|v	agent	satellite|n	6a7c-945a-f6fc-9043	2
orbit|v	patient	planet|n	6a7c-945a-f6fc-9043	2
satellite orbit planet|avp	structural-agent	satellite|n	6a7c-945a-f6fc-9043	2
satellite orbit planet|avp	structural-patient	planet|n	6a7c-945a-f6fc-9043	2
satellite orbit planet|avp	structural-verb	orbit|v	6a7c-945a-f6fc-9043	2
rubber band|ns	structural-noun-compound	band|n	6a9a-da2d-2dee-c5bc	0
rubber band|ns	structural-noun-compound	rubber|n	6a9a-da2d-2dee-c5bc	0
continental shelf|jn	structural-adjective	continental|j	6a9b-a68f-335c-2a51	0
continental shelf|jn	structural-noun	shelf|n	6a9b-a68f-335c-2a51	0
bad habitat|jn	structural-adjective	bad|j	6a9e-f4d8-755c-81d3	0
bad habitat|jn	structural-noun	habitat|n	6a9e-f4d8-755c-81d3	0
good habitat|jn	structural-adjective	good|j	6a9e-f4d8-755c-81d3	0
good habitat|jn	structural-noun	habitat|n	6a9e-f4d8-755c-81d3	0
habitat|n	has property	bad|j	6a9e-f4d8-755c-81d3	0
habitat|n	has property	good|j	6a9e-f4d8-755c-81d3	0
move habitat|vp	structural-patient	habitat|n	6a9e-f4d8-755c-81d3	2
move habitat|vp	structural-verb	move|v	6a9e-f4d8-755c-81d3	2
move|v	patient	habitat|n	6a9e-f4d8-755c-81d3	2
support animal|vp	structural-patient	animal|n	6a9e-f4d8-755c-81d3	2
support animal|vp	structural-verb	support|v	6a9e-f4d8-755c-81d3	2
support|v	patient	animal|n	6a9e-f4d8-755c-81d3	2
deflect air|vp	structural-patient	air|n	6aa0-5875-fa94-91e5	2
deflect air|vp	structural-verb	deflect|v	6aa0-5875-fa94-91e5	2
deflect|v	patient	air|n	6aa0-5875-fa94-91e5	2
add heat|vp	structural-patient	heat|n	6abc-4443-f672-9a97	2
add heat|vp	structural-verb	add|v	6abc-4443-f672-9a97	2
add|v	patient	heat|n	6abc-4443-f672-9a97	2
heat energy|ns	structural-noun-compound	energy|n	6abc-4443-f672-9a97	0
heat energy|ns	structural-noun-compound	heat|n	6abc-4443-f672-9a97	0
share information|vp	structural-patient	information|n	6ae0-d900-5f59-8e85	2
share information|vp	structural-verb	share|v	6ae0-d900-5f59-8e85	2
share|v	patient	information|n	6ae0-d900-5f59-8e85	2
create paper|vp	structural-patient	paper|n	6b51-f1bc-8a3b-f29a	2
create paper|vp	structural-verb	create|v	6b51-f1bc-8a3b-f29a	2
create|v	patient	paper|n	6b51-f1bc-8a3b-f29a	2
cut down tree|vp	structural-patient	tree|n	6b51-f1bc-8a3b-f29a	2
cut down tree|vp	structural-verb	cut down|v	6b51-f1bc-8a3b-f29a	2
cut down|v	patient	tree|n	6b51-f1bc-8a3b-f29a	2
object|n	has property	round|j	6b85-a565-613d-eac0	0
round object|jn	structural-adjective	round|j	6b85-a565-613d-eac0	0
round object|jn	structural-noun	object|n	6b85-a565-613d-eac0	0
animal|n	has property	pollinating|j	6baa-61fa-ccac-43d0	0
pollinating animal|ns	structural-noun	animal|n	6baa-61fa-ccac-43d0	0
pollinating animal|ns	structural-noun-compound	pollinating|n	6baa-61fa-ccac-43d0	0
mineral|n	has property	small|j	6bdb-a6bb-4fe3-15cc	0
rock|n	has property	small|j	6bdb-a6bb-4fe3-15cc	0
small mineral|jn	structural-adjective	small|j	6bdb-a6bb-4fe3-15cc	0
small mineral|jn	structural-noun	mineral|n	6bdb-a6bb-4fe3-15cc	0
small rock|jn	structural-adjective	small|j	6bdb-a6bb-4fe3-15cc	0
small rock|jn	structural-noun	rock|n	6bdb-a6bb-4fe3-15cc	0
body part|ns	structural-noun-compound	body|n	6be1-b308-a82c-c599	0
body part|ns	structural-noun-compound	part|n	6be1-b308-a82c-c599	0
pull plow|vp	structural-patient	plow|n	6bf2-704e-e347-88d8	2
pull plow|vp	structural-verb	pull|v	6bf2-704e-e347-88d8	2
pull|v	patient	plow|n	6bf2-704e-e347-88d8	2
eat food|vp	structural-patient	food|n	6bf8-4a05-d7b7-8bc0	2
eat food|vp	structural-verb	eat|v	6bf8-4a05-d7b7-8bc0	2
eat|v	patient	food|n	6bf8-4a05-d7b7-8bc0	2
cell membrane|ns	structural-noun-compound	cell|n	6c0f-ee50-8f2c-401e	0
cell membrane|ns	structural-noun-compound	membrane|n	6c0f-ee50-8f2c-401e	0
protect cell membrane|vp	structural-patient	cell membrane|ns	6c0f-ee50-8f2c-401e	2
protect cell membrane|vp	structural-verb	protect|v	6c0f-ee50-8f2c-401e	2
protect|v	patient	cell membrane|ns	6c0f-ee50-8f2c-401e	2
north pole|ns	structural-noun-compound	north|n	6c20-4dbe-71da-0428	0
north pole|ns	structural-noun-compound	pole|n	6c20-4dbe-71da-0428	0
south pole|ns	structural-noun-compound	pole|n	6c20-4dbe-71da-0428	0
south pole|ns	structural-noun-compound	south|n	6c20-4dbe-71da-0428	0
boiling point|ns	structural-noun-compound	boiling|n	6c7e-2cf1-8a3f-b14a	0
boiling point|ns	structural-noun-compound	point|n	6c7e-2cf1-8a3f-b14a	0
move air|vp	structural-patient	air|n	6c89-6ed2-9da5-f75d	2
move air|vp	structural-verb	move|v	6c89-6ed2-9da5-f75d	2
move|v	patient	air|n	6c89-6ed2-9da5-f75d	2
algae grow|av	structural-agent	algae|n	6cb9-7da9-1e1b-119b	2
algae grow|av	structural-verb	grow|v	6cb9-7da9-1e1b-119b	2
grow|v	agent	algae|n	6cb9-7da9-1e1b-119b	2
chemical reaction|jn	structural-adjective	chemical|j	6cf1-9d92-5a26-93fd	0
chemical reaction|jn	structural-noun	reaction|n	6cf1-9d92-5a26-93fd	0
reaction|n	has property	chemical|j	6cf1-9d92-5a26-93fd	0
atlantic ocean|ns	structural-noun-compound	atlantic|n	6d05-237f-42f2-6589	0
atlantic ocean|ns	structural-noun-compound	ocean|n	6d05-237f-42f2-6589	0
appear large|vp	structural-patient	large|n	6d4f-15e5-fadf-6159	2
appear large|vp	structural-verb	appear|v	6d4f-15e5-fadf-6159	2
appear|v	patient	large|n	6d4f-15e5-fadf-6159	2
distance|n	has property	short|j	6d4f-15e5-fadf-6159	0
short distance|jn	structural-adjective	short|j	6d4f-15e5-fadf-6159	0
short distance|jn	structural-noun	distance|n	6d4f-15e5-fadf-6159	0
vinegar water|ns	structural-noun-compound	vinegar|n	6d51-d6e6-4789-d0b9	0
vinegar water|ns	structural-noun-compound	water|n	6d51-d6e6-4789-d0b9	0
high rainfall|qn	structural-noun	rainfall|n	6d74-209a-d964-4666	0
high rainfall|qn	structural-quantifier	high|q	6d74-209a-d964-4666	0
move close|vp	structural-patient	close|n	6e2c-b252-430e-971b	2
move close|vp	structural-verb	move|v	6e2c-b252-430e-971b	2
move|v	patient	close|n	6e2c-b252-430e-971b	2
find food|vp	structural-patient	food|n	6e34-c92d-1310-8c3a	2
find food|vp	structural-verb	find|v	6e34-c92d-1310-8c3a	2
find|v	patient	food|n	6e34-c92d-1310-8c3a	2
United States of America|ns	structural-noun-compound	America|n	6e42-675b-593e-ba2f	0
United States of America|ns	structural-noun-compound	State|n	6e42-675b-593e-ba2f	0
United States of America|ns	structural-noun-compound	United|n	6e42-675b-593e-ba2f	0
United States of America|ns	structural-noun-compound	of|n	6e42-675b-593e-ba2f	0
People's Republic of China|ns	structural-noun-compound	China|n	6f23-b7f3-d505-e3c8	0
People's Republic of China|ns	structural-noun-compound	People'|n	6f23-b7f3-d505-e3c8	0
People's Republic of China|ns	structural-noun-compound	Republic|n	6f23-b7f3-d505-e3c8	0
People's Republic of China|ns	structural-noun-compound	of|n	6f23-b7f3-d505-e3c8	0
first quarter moon|ns	structural-noun-compound	first|n	6f48-4e3d-21dc-e605	0
first quarter moon|ns	structural-noun-compound	moon|n	6f48-4e3d-21dc-e605	0
first quarter moon|ns	structural-noun-compound	quarter|n	6f48-4e3d-21dc-e605	0
moon|n	has property	new|j	6f48-4e3d-21dc-e605	0
new moon|jn	structural-adjective	new|j	6f48-4e3d-21dc-e605	0
new moon|jn	structural-noun	moon|n	6f48-4e3d-21dc-e605	0
natural resource|jn	structural-adjective	natural|j	6f65-9a3a-f9f4-0c74	0
natural resource|jn	structural-noun	resource|n	6f65-9a3a-f9f4-0c74	0
resource|n	has property	natural|j	6f65-9a3a-f9f4-0c74	0
wooded area|ns	structural-noun-compound	area|n	6f69-e8ea-c102-e065	0
wooded area|ns	structural-noun-compound	wooded|n	6f69-e8ea-c102-e065	0
hemisphere|n	has property	northern|j	6f6a-b026-39ea-057c	0
hemisphere|n	has property	southern|j	6f6a-b026-39ea-057c	0
northern hemisphere|jn	structural-adjective	northern|j	6f6a-b026-39ea-057c	0
northern hemisphere|jn	structural-noun	hemisphere|n	6f6a-b026-39ea-057c	0
southern hemisphere|jn	structural-adjective	southern|j	6f6a-b026-39ea-057c	0
southern hemisphere|jn	structural-noun	hemisphere|n	6f6a-b026-39ea-057c	0
attract|v	agent	flower|n	6f76-c3b2-2312-e50c	2
attract|v	patient	pollinator|n	6f76-c3b2-2312-e50c	2
flower attract pollinator|avp	structural-agent	flower|n	6f76-c3b2-2312-e50c	2
flower attract pollinator|avp	structural-patient	pollinator|n	6f76-c3b2-2312-e50c	2
flower attract pollinator|avp	structural-verb	attract|v	6f76-c3b2-2312-e50c	2
smell|n	has property	sweet|j	6f76-c3b2-2312-e50c	0
sweet smell|jn	structural-adjective	sweet|j	6f76-c3b2-2312-e50c	0
sweet smell|jn	structural-noun	smell|n	6f76-c3b2-2312-e50c	0
gear|n	has property	safety|j	6f96-bf9c-7fa5-2340	0
safety gear|ns	structural-noun	gear|n	6f96-bf9c-7fa5-2340	0
safety gear|ns	structural-noun-compound	safety|n	6f96-bf9c-7fa5-2340	0
thermal glove|ns	structural-noun-compound	glove|n	6f96-bf9c-7fa5-2340	0
thermal glove|ns	structural-noun-compound	thermal|n	6f96-bf9c-7fa5-2340	0
i|n	has property	l|j	6f96-e0e9-ed70-4dbc	0
l i|jn	structural-adjective	l|j	6f96-e0e9-ed70-4dbc	0
l i|jn	structural-noun	i|n	6f96-e0e9-ed70-4dbc	0
old tadpole|jn	structural-adjective	old|j	6fd9-d55b-fc58-c9fb	0
old tadpole|jn	structural-noun	tadpole|n	6fd9-d55b-fc58-c9fb	0
tadpole|n	has property	old|j	6fd9-d55b-fc58-c9fb	0
melting point|ns	structural-noun-compound	melting|n	6ffc-7a7e-87d9-9732	0
melting point|ns	structural-noun-compound	point|n	6ffc-7a7e-87d9-9732	0
block sunlight|vp	structural-patient	sunlight|n	7001-a06c-e3fe-2d35	2
block sunlight|vp	structural-verb	block|v	7001-a06c-e3fe-2d35	2
block|v	patient	sunlight|n	7001-a06c-e3fe-2d35	2
capture food|vp	structural-patient	food|n	700a-4b04-6cef-9114	2
capture food|vp	structural-verb	capture|v	700a-4b04-6cef-9114	2
capture|v	patient	food|n	700a-4b04-6cef-9114	2
carbon monoxide detector|ns	structural-noun-compound	carbon|n	700b-a6df-26e1-165b	0
carbon monoxide detector|ns	structural-noun-compound	detector|n	700b-a6df-26e1-165b	0
carbon monoxide detector|ns	structural-noun-compound	monoxide|n	700b-a6df-26e1-165b	0
carbon monoxide|ns	structural-noun-compound	carbon|n	700b-a6df-26e1-165b	0
carbon monoxide|ns	structural-noun-compound	monoxide|n	700b-a6df-26e1-165b	0
bad weather|jn	structural-adjective	bad|j	703d-4bda-4bbc-790e	0
bad weather|jn	structural-noun	weather|n	703d-4bda-4bbc-790e	0
weather|n	has property	bad|j	703d-4bda-4bbc-790e	0
mountain range|ns	structural-noun-compound	mountain|n	7056-db73-6d86-2bf1	0
mountain range|ns	structural-noun-compound	range|n	7056-db73-6d86-2bf1	0
arrow|n	has property	floating|j	7058-f855-3d78-7d7f	0
floating arrow point|av	structural-agent	floating arrow|jn	7058-f855-3d78-7d7f	2
floating arrow point|av	structural-verb	point|v	7058-f855-3d78-7d7f	2
floating arrow|jn	structural-adjective	floating|j	7058-f855-3d78-7d7f	0
floating arrow|jn	structural-noun	arrow|n	7058-f855-3d78-7d7f	0
point|v	agent	floating arrow|jn	7058-f855-3d78-7d7f	2
sexual reproduction|ns	structural-noun-compound	reproduction|n	7062-9b88-0291-7a17	0
sexual reproduction|ns	structural-noun-compound	sexual|n	7062-9b88-0291-7a17	0
dangerous object|jn	structural-adjective	dangerous|j	70a1-9e7d-18aa-7495	0
dangerous object|jn	structural-noun	object|n	70a1-9e7d-18aa-7495	0
object|n	has property	dangerous|j	70a1-9e7d-18aa-7495	0
lay egg|vp	structural-patient	egg|n	70b7-f5bc-ff13-10f9	2
lay egg|vp	structural-verb	lay|v	70b7-f5bc-ff13-10f9	2
lay|v	patient	egg|n	70b7-f5bc-ff13-10f9	2
measure time|vp	structural-patient	time|n	70e8-113c-aa13-7a72	2
measure time|vp	structural-verb	measure|v	70e8-113c-aa13-7a72	2
measure|v	patient	time|n	70e8-113c-aa13-7a72	2
ferrous metal|jn	structural-adjective	ferrous|j	7114-deda-e0a0-d3e9	0
ferrous metal|jn	structural-adjective	ferrous|j	7114-deda-e0a0-d3e9	0
ferrous metal|jn	structural-noun	metal|n	7114-deda-e0a0-d3e9	0
ferrous metal|jn	structural-noun	metal|n	7114-deda-e0a0-d3e9	0
metal|n	has property	ferrous|j	7114-deda-e0a0-d3e9	0
animal bury seed|avp	structural-agent	animal|n	7119-02f2-0acf-3280	2
animal bury seed|avp	structural-patient	seed|n	7119-02f2-0acf-3280	2
animal bury seed|avp	structural-verb	bury|v	7119-02f2-0acf-3280	2
animal gather seed|avp	structural-agent	animal|n	7119-02f2-0acf-3280	2
animal gather seed|avp	structural-patient	seed|n	7119-02f2-0acf-3280	2
animal gather seed|avp	structural-verb	gather|v	7119-02f2-0acf-3280	2
animal hide seed|avp	structural-agent	animal|n	7119-02f2-0acf-3280	2
animal hide seed|avp	structural-patient	seed|n	7119-02f2-0acf-3280	2
animal hide seed|avp	structural-verb	hide|v	7119-02f2-0acf-3280	2
bury|v	agent	animal|n	7119-02f2-0acf-3280	2
bury|v	patient	seed|n	7119-02f2-0acf-3280	2
disperse seed|vp	structural-patient	seed|n	7119-02f2-0acf-3280	2
disperse seed|vp	structural-verb	disperse|v	7119-02f2-0acf-3280	2
disperse|v	patient	seed|n	7119-02f2-0acf-3280	2
gather|v	agent	animal|n	7119-02f2-0acf-3280	2
gather|v	patient	seed|n	7119-02f2-0acf-3280	2
hide|v	agent	animal|n	7119-02f2-0acf-3280	2
hide|v	patient	seed|n	7119-02f2-0acf-3280	2
crystal structure|ns	structural-noun-compound	crystal|n	7146-f88d-9166-0691	0
crystal structure|ns	structural-noun-compound	structure|n	7146-f88d-9166-0691	0
down feather|ns	structural-noun-compound	down|n	718f-36ed-de51-9dfb	0
down feather|ns	structural-noun-compound	feather|n	718f-36ed-de51-9dfb	0
instrument|n	has property	musical|j	71b4-e5fc-3ed1-a1c0	0
musical instrument|jn	structural-adjective	musical|j	71b4-e5fc-3ed1-a1c0	0
musical instrument|jn	structural-noun	instrument|n	71b4-e5fc-3ed1-a1c0	0
big flower|jn	structural-adjective	big|j	7216-d3cd-86c1-feb2	0
big flower|jn	structural-noun	flower|n	7216-d3cd-86c1-feb2	0
flower|n	has property	big|j	7216-d3cd-86c1-feb2	0
have effect|vp	structural-patient	effect|n	7217-ca8f-51fc-7263	2
have effect|vp	structural-verb	have|v	7217-ca8f-51fc-7263	2
have|v	patient	effect|n	7217-ca8f-51fc-7263	2
adapt|v	agent	animal|n	724f-c315-2d06-364b	2
adapt|v	agent	plant|n	724f-c315-2d06-364b	2
animal adapt|av	structural-agent	animal|n	724f-c315-2d06-364b	2
animal adapt|av	structural-verb	adapt|v	724f-c315-2d06-364b	2
change environment|vp	structural-patient	environment|n	724f-c315-2d06-364b	2
change environment|vp	structural-verb	change|v	724f-c315-2d06-364b	2
change|v	patient	environment|n	724f-c315-2d06-364b	2
plant adapt|av	structural-agent	plant|n	724f-c315-2d06-364b	2
plant adapt|av	structural-verb	adapt|v	724f-c315-2d06-364b	2
carbon dioxide|ns	structural-noun-compound	carbon|n	7272-bf77-2331-1b55	0
carbon dioxide|ns	structural-noun-compound	dioxide|n	7272-bf77-2331-1b55	0
